Component,Version,CVE,Matching type,CVSS Version,CVSS,CVE publication date,Is Affected,Reason Type,Remarks,Confirmer,Object,Object compilation date,Object full path,Obj_Sha1,,,,
coreutils,8.22-23.el7,CVE-2015-4042,Exact match,3.0,9.0,2020-01-24 00:00:00,,,,,cp,2018-10-31T03:16:01Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/cp,5224944a763dae1f908e9c78c1fd1785cbda0eb4,,,,
coreutils,8.22-23.el7,CVE-2015-4042,Exact match,3.0,9.0,2020-01-24 00:00:00,,,,,vdir,2018-10-31T03:16:01Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/vdir,598f88654cc23f94ac8ca7da730e00532fd0e23e,,,,
coreutils,8.22-23.el7,CVE-2015-4042,Exact match,3.0,9.0,2020-01-24 00:00:00,,,,,ls,2018-10-31T03:16:01Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/ls,866fe1d85e870478f538e50c4c09707e14e6c862,,,,
coreutils,8.22-23.el7,CVE-2015-4042,Exact match,3.0,9.0,2020-01-24 00:00:00,,,,,mv,2018-10-31T03:16:01Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/mv,b12eb341a76221f98fb97ecdd80eead0eb74b0ba,,,,
coreutils,8.22-23.el7,CVE-2015-4042,Exact match,3.0,9.0,2020-01-24 00:00:00,,,,,dir,2018-10-31T03:16:01Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/dir,c53f3c8d92d1d66c899a5c37c93ad9259dc96828,,,,
coreutils,8.22-23.el7,CVE-2015-4042,Exact match,3.0,9.0,2020-01-24 00:00:00,,,,,install,2018-10-31T03:16:01Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/install,cdb1ef391e3608a666cef75eef29eca6c98bcf32,,,,
cpio,2.11-27.el7,CVE-2016-2037,Exact match,3.0,6.5,2016-02-22T15:59:00,,,,,cpio,2018-04-11T07:51:51Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/cpio,cf539efdcc6e76fcb76ebc15688cc4bb16bdf7f5,,,,
cpio,2.11-27.el7,CVE-2015-1197,Exact match,2.0,1.9,2015-02-19T15:59:00,,,,,cpio,2018-04-11T07:51:51Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/bin/cpio,cf539efdcc6e76fcb76ebc15688cc4bb16bdf7f5,,,,
cryptsetup,2.0.3-3.el7,CVE-2016-4484,Exact match,3.0,6.8,2017-01-23T21:59:00,,,,,libcryptsetup.so.12.3.0,2018-10-31T06:02:56Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/lib64/libcryptsetup.so.12.3.0,3d48add7a25f99bbba720456c97a9f68421aa996,,,,
cryptsetup,2.0.3-3.el7,CVE-2016-4484,Exact match,3.0,6.8,2017-01-23T21:59:00,,,,,libcryptsetup.so.4.7.0,2018-10-31T06:02:56Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/ZDNS_20.1.0.qcow2:usr/lib64/libcryptsetup.so.4.7.0,c56af3452aa8b6a7188ff1344e991277f1e4b00c,,,,
cryptsetup,1.7.4-4.eulerosv2r7,CVE-2016-4484,Exact match,3.0,6.8,2017-01-23T21:59:00,,,,,libcryptsetup.so.4.7.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcryptsetup.so.4.7.0,ec87256b2219699d9b477da312e4bc858306c669,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2013-6891,Exact match,2.0,1.2,2014-01-26T01:55:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2014-2856,Exact match,2.0,4.3,2014-04-18T14:55:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2014-3537,Exact match,2.0,1.2,2014-07-23T14:55:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2014-5030,Exact match,2.0,1.9,2014-07-29T14:55:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2014-5031,Exact match,2.0,5.0,2014-07-29T14:55:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2014-9679,Exact match,2.0,6.8,2015-02-19T15:59:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2015-1158,Exact match,2.0,10.0,2015-06-26T10:59:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2015-1159,Exact match,2.0,4.3,2015-06-26T10:59:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2017-18190,Exact match,3.0,7.5,2018-02-16T17:29:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2017-18248,Exact match,3.0,5.3,2018-03-26T17:29:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
cups,1.6.3-35.h3.eulerosv2r7,CVE-2018-4300,Exact match,3.0,5.9,2019-04-03T18:29:00,,,,,libcups.so.2,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcups.so.2,2ed98f75af2c3f82ebce20f78d4f392141cd0472,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2017-8817,Exact match,3.0,9.8,2017-11-29T18:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2017-8817,Exact match,3.0,9.8,2017-11-29T18:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000120,Exact match,3.0,9.8,2018-03-14T18:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000120,Exact match,3.0,9.8,2018-03-14T18:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000121,Exact match,3.0,7.5,2018-03-14T18:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000121,Exact match,3.0,7.5,2018-03-14T18:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000122,Exact match,3.0,9.1,2018-03-14T18:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000122,Exact match,3.0,9.1,2018-03-14T18:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2017-2628,Exact match,3.0,9.8,2018-03-12T15:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2017-2628,Exact match,3.0,9.8,2018-03-12T15:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-9586,Exact match,3.0,8.1,2018-04-23T18:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-9586,Exact match,3.0,8.1,2018-04-23T18:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-9594,Exact match,3.0,8.1,2018-04-23T19:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-9594,Exact match,3.0,8.1,2018-04-23T19:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8620,Exact match,3.0,9.8,2018-08-01T06:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8620,Exact match,3.0,9.8,2018-08-01T06:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8623,Exact match,3.0,7.5,2018-08-01T06:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8623,Exact match,3.0,7.5,2018-08-01T06:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2017-2629,Exact match,3.0,6.5,2018-07-27T19:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2017-2629,Exact match,3.0,6.5,2018-07-27T19:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8625,Exact match,3.0,7.5,2018-08-01T06:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8625,Exact match,3.0,7.5,2018-08-01T06:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8615,Exact match,3.0,7.5,2018-08-01T06:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8615,Exact match,3.0,7.5,2018-08-01T06:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8617,Exact match,3.0,7.0,2018-07-31T22:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8617,Exact match,3.0,7.0,2018-07-31T22:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8621,Exact match,3.0,7.5,2018-07-31T22:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8621,Exact match,3.0,7.5,2018-07-31T22:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8624,Exact match,3.0,7.5,2018-07-31T21:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8624,Exact match,3.0,7.5,2018-07-31T21:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8619,Exact match,3.0,9.8,2018-08-01T06:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8619,Exact match,3.0,9.8,2018-08-01T06:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8618,Exact match,3.0,9.8,2018-07-31T21:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8618,Exact match,3.0,9.8,2018-07-31T21:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8616,Exact match,3.0,5.9,2018-08-01T06:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2016-8616,Exact match,3.0,5.9,2018-08-01T06:29:00,,,,,curl,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/curl,ac5ffe8ba2eebdd5b01387a031b0e863dd705a1f,,,,
curl,7.29.0-46.h10.eulerosv2r7,CVE-2018-1000301,Exact match,3.0,9.1,2018-05-24T13:29:00,,,,,libcurl.so.4.3.0,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcurl.so.4.3.0,ab152c9eb7e7c8357fd2df12dacde69452f47894,,,,
