Component,Version,CVE,Matching type,CVSS Version,CVSS,CVE publication date,Is Affected,Reason Type,Remarks,Confirmer,Object,Object compilation date,Object full path,Obj_Sha1,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-3291,Exact match,2.0,2.0,2015-08-31 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-3291,Exact match,2.0,2.0,2015-08-31 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-3291,Exact match,2.0,2.0,2015-08-31 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-5707,Exact match,2.0,4.0,2015-10-19 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-5707,Exact match,2.0,4.0,2015-10-19 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-5707,Exact match,2.0,4.0,2015-10-19 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2018-14634,Exact match,3.0,7.0,2018-09-25 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2018-14634,Exact match,3.0,7.0,2018-09-25 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2018-14634,Exact match,3.0,7.0,2018-09-25 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2014-8369,Exact match,2.0,4.0,2014-11-10 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2014-8369,Exact match,2.0,4.0,2014-11-10 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2014-8369,Exact match,2.0,4.0,2014-11-10 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2013-4343,Exact match,2.0,6.0,2013-09-25 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2013-4343,Exact match,2.0,6.0,2013-09-25 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2013-4343,Exact match,2.0,6.0,2013-09-25 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-7884,Exact match,3.0,2.0,2015-12-28 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-7884,Exact match,3.0,2.0,2015-12-28 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-7884,Exact match,3.0,2.0,2015-12-28 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-16532,Exact match,3.0,6.0,2017-11-04 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-16532,Exact match,3.0,6.0,2017-11-04 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-16532,Exact match,3.0,6.0,2017-11-04 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-7495,Exact match,3.0,5.0,2017-05-15 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-7495,Exact match,3.0,5.0,2017-05-15 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-7495,Exact match,3.0,5.0,2017-05-15 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-18216,Exact match,3.0,5.0,2018-03-05 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-18216,Exact match,3.0,5.0,2018-03-05 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-18216,Exact match,3.0,5.0,2018-03-05 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-6787,Exact match,3.0,7.0,2016-12-28 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-6787,Exact match,3.0,7.0,2016-12-28 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-6787,Exact match,3.0,7.0,2016-12-28 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2014-9729,Exact match,2.0,4.0,2015-08-31 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2014-9729,Exact match,2.0,4.0,2015-08-31 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2014-9729,Exact match,2.0,4.0,2015-08-31 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-8890,Exact match,3.0,7.0,2017-05-10 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-8890,Exact match,3.0,7.0,2017-05-10 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-8890,Exact match,3.0,7.0,2017-05-10 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-4558,Exact match,3.0,7.0,2016-05-23 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-4558,Exact match,3.0,7.0,2016-05-23 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-4558,Exact match,3.0,7.0,2016-05-23 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-6786,Exact match,3.0,7.0,2016-12-28 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-6786,Exact match,3.0,7.0,2016-12-28 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-6786,Exact match,3.0,7.0,2016-12-28 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-10294,Exact match,3.0,4.0,2017-05-12 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-10294,Exact match,3.0,4.0,2017-05-12 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2016-10294,Exact match,3.0,4.0,2017-05-12 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-18203,Exact match,3.0,4.0,2018-02-27 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-18203,Exact match,3.0,4.0,2018-02-27 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2017-18203,Exact match,3.0,4.0,2018-02-27 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2019-19531,Exact match,3.0,6.0,2019-12-03 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2019-19531,Exact match,3.0,6.0,2019-12-03 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2019-19531,Exact match,3.0,6.0,2019-12-03 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-8844,Exact match,3.0,5.0,2016-04-27 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-8844,Exact match,3.0,5.0,2016-04-27 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2015-8844,Exact match,3.0,5.0,2016-04-27 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2019-19523,Exact match,3.0,4.0,2019-12-03 00:00:00,,,,,centrino-decode,2019-05-06T09:34:33Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/bin/centrino-decode,42b01e6815542df62afb755e9fe80717d864ade5,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2019-19523,Exact match,3.0,4.0,2019-12-03 00:00:00,,,,,perf.so,2019-05-06T09:34:41Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/python2.7/site-packages/perf.so,581375973f0db72cf0a5336d869bc7d244016452,,,,
kernel,3.10.0-862.14.0.1.h137.eulerosv2r7,CVE-2019-19523,Exact match,3.0,4.0,2019-12-03 00:00:00,,,,,libcpupower.so.0.0.0,2019-05-06T09:34:42Z,CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install.zip:CloudMSE_VASs_DDI_ZDNS_20.1.0_vZDNS_GuestOS_Install/omu_vZDNS_20.1.0.img:usr/lib64/libcpupower.so.0.0.0,e10429e5b2ac878136cae981799cebafb41134ad,,,,
